Marker Chromosome Physical_coordinate_bp genetic_coordinate_cM
13666 Chromosome_15 3833807 16.69
13668 Chromosome_15 3833843 16.69
13671 Chromosome_15 3857753 16.69
13672 Chromosome_15 3857762 16.69
13673 Chromosome_15 3889836 16.69
13674 Chromosome_15 3889931 16.69
13681 Chromosome_15 3964071 16.69
13685 Chromosome_15 4156960 17.42
13688 Chromosome_15 4156982 17.05
13689 Chromosome_15 4156999 17.42
13690 Chromosome_15 4157007 17.05
13691 Chromosome_15 4157014 17.05
13692 Chromosome_15 4157019 17.05
13698 Chromosome_15 4223462 17.05
13699 Chromosome_15 4223466 17.05
13700 Chromosome_15 4223485 17.05
13701 Chromosome_15 4223502 17.05
13702 Chromosome_15 4293189 18.52
13708 Chromosome_15 4512566 18.88
13709 Chromosome_15 4512572 18.88
13710 Chromosome_15 4512596 18.88
13715 Chromosome_15 4630712 18.88
13720 Chromosome_15 4796299 19.24
13721 Chromosome_15 4796316 19.24
13725 Chromosome_15 5213894 22.56
13726 Chromosome_15 5213898 22.56
13727 Chromosome_15 5213905 22.56
13728 Chromosome_15 5213943 22.56
13729 Chromosome_15 5213955 22.56
13730 Chromosome_15 5218431 22.20
13750 Chromosome_15 5398603 23.29
13752 Chromosome_15 5423213 23.29
13753 Chromosome_15 5423233 23.29
13754 Chromosome_15 5423237 23.29
13758 Chromosome_15 5495310 24.02
13777 Chromosome_15 5747285 25.84
13782 Chromosome_15 5984693 24.75
13783 Chromosome_15 5999674 25.48
13784 Chromosome_15 5999695 25.48
13787 Chromosome_15 5999723 25.48
13788 Chromosome_15 5999726 25.48
13789 Chromosome_15 5999733 25.48
13797 Chromosome_15 6022575 24.75
13804 Chromosome_15 6112681 25.84
13806 Chromosome_15 6244544 25.84
13807 Chromosome_15 6244548 25.48
13809 Chromosome_15 6244595 25.84
13810 Chromosome_15 6244613 25.84
13811 Chromosome_15 6244625 25.48
13812 Chromosome_15 6290218 25.84
13821 Chromosome_15 6624323 28.83
13828 Chromosome_15 6772119 29.19
13829 Chromosome_15 6772134 29.19
13830 Chromosome_15 6822653 30.28
13833 Chromosome_15 6822729 29.92
13834 Chromosome_15 6822735 29.92
13837 Chromosome_15 6961736 29.92
13838 Chromosome_15 6961744 29.92
13839 Chromosome_15 6961761 29.92
13840 Chromosome_15 6961772 29.92
13843 Chromosome_15 6961789 29.92
13845 Chromosome_15 6961814 29.92
13846 Chromosome_15 6961818 29.92
13849 Chromosome_15 7019253 3.68
13850 Chromosome_15 7019255 3.68
13858 Chromosome_15 7019311 3.68
13862 Chromosome_15 7055998 29.92
13868 Chromosome_15 7061852 29.56
13869 Chromosome_15 7061854 29.56
13870 Chromosome_15 7061862 29.92
13872 Chromosome_15 7175288 31.01
13874 Chromosome_15 7175308 31.01
13877 Chromosome_15 7266201 31.01
13878 Chromosome_15 7266229 31.01
13879 Chromosome_15 7266243 31.01
13880 Chromosome_15 7266251 31.01
13881 Chromosome_15 7349285 31.74
13883 Chromosome_15 7478499 33.94
13884 Chromosome_15 7478504 33.94
13885 Chromosome_15 7478515 33.94
13886 Chromosome_15 7478575 33.94
13890 Chromosome_15 7585893 34.67
13891 Chromosome_15 7585905 34.31
13892 Chromosome_15 7585933 34.67
13893 Chromosome_15 7585942 34.67
13894 Chromosome_15 7586861 34.67
13895 Chromosome_15 7586864 34.67
13896 Chromosome_15 7586957 34.67
13897 Chromosome_15 7587785 34.67
13903 Chromosome_15 7605523 35.03
13904 Chromosome_15 7605530 35.03
13905 Chromosome_15 7605548 35.03
13915 Chromosome_15 7764143 35.76
13916 Chromosome_15 7764197 35.76
13927 Chromosome_15 7983769 37.97
13928 Chromosome_15 7983770 37.97
13934 Chromosome_15 8035052 37.97
13935 Chromosome_15 8035074 37.97
13936 Chromosome_15 8035082 38.34
13938 Chromosome_15 8182591 37.61
13941 Chromosome_15 8324562 37.97
13942 Chromosome_15 8324569 38.70
13943 Chromosome_15 8324574 38.34
13944 Chromosome_15 8324576 37.97
13945 Chromosome_15 8324581 37.97
13946 Chromosome_15 8324587 38.70
13947 Chromosome_15 8324589 37.97
13948 Chromosome_15 8324598 38.70
13949 Chromosome_15 8324627 38.70
13965 Chromosome_15 8573623 39.06
13966 Chromosome_15 8573628 39.06
13978 Chromosome_15 8783348 40.53
13979 Chromosome_15 8817891 40.16
13990 Chromosome_15 8950277 41.62
13991 Chromosome_15 8950300 41.62
13992 Chromosome_15 8950304 41.26
13993 Chromosome_15 8950308 41.26
13994 Chromosome_15 8950320 41.26
14001 Chromosome_15 9027081 41.26
14002 Chromosome_15 9027107 41.62
14004 Chromosome_15 9027109 41.62
14005 Chromosome_15 9027123 41.62
14006 Chromosome_15 9027132 41.26
14007 Chromosome_15 9082709 41.98
14016 Chromosome_15 9124830 42.35
14018 Chromosome_15 9213093 44.17
14027 Chromosome_15 9252017 42.71
14031 Chromosome_15 9306482 44.38
14032 Chromosome_15 9306483 44.38
14037 Chromosome_15 9306535 44.74
14038 Chromosome_15 9306537 44.74
14039 Chromosome_15 9399472 43.81
14040 Chromosome_15 9399489 43.81
14041 Chromosome_15 9399508 43.81
14042 Chromosome_15 9399527 43.81
14045 Chromosome_15 9417173 43.81
14046 Chromosome_15 9470508 43.81
14047 Chromosome_15 9470524 43.81
14048 Chromosome_15 9470528 43.81
14049 Chromosome_15 9470539 43.81
14050 Chromosome_15 9470553 43.81
14051 Chromosome_15 9470559 43.81
14053 Chromosome_15 9509573 43.81
14054 Chromosome_15 9521613 43.81
14055 Chromosome_15 9521670 43.81
14056 Chromosome_15 9521675 43.81
14057 Chromosome_15 9521688 43.81
14062 Chromosome_15 9559859 43.81
14064 Chromosome_15 9625115 44.54
14065 Chromosome_15 9625125 44.54
14066 Chromosome_15 9745693 45.63
14069 Chromosome_15 9751925 45.26
14070 Chromosome_15 9751929 45.26
14072 Chromosome_15 9805367 44.90
14083 Chromosome_15 10047769 49.34
14095 Chromosome_15 10047824 49.34
14097 Chromosome_15 10076219 48.61
14098 Chromosome_15 10076239 48.98
14115 Chromosome_15 10764996 50.81
14121 Chromosome_15 10866822 53.36
14127 Chromosome_15 11022490 53.36
14128 Chromosome_15 11022497 53.00
14129 Chromosome_15 11022506 53.00
14130 Chromosome_15 11022507 53.00
14133 Chromosome_15 11022525 53.36
14135 Chromosome_15 11022554 53.36
14138 Chromosome_15 11219398 55.20
14139 Chromosome_15 11219400 55.56
14140 Chromosome_15 11219427 55.56
14143 Chromosome_15 11241766 54.83
14144 Chromosome_15 11241770 54.83
14145 Chromosome_15 11241780 55.20
14149 Chromosome_15 11288374 54.83
14150 Chromosome_15 11288382 54.83
14154 Chromosome_15 11310121 55.20
14155 Chromosome_15 11310161 54.83
14171 Chromosome_15 11451845 54.83
14172 Chromosome_15 11451868 54.83
14173 Chromosome_15 11451877 54.83
14174 Chromosome_15 11451908 54.83
14184 Chromosome_15 11732944 55.20
14185 Chromosome_15 11733015 54.83
14189 Chromosome_15 11808673 54.83
14192 Chromosome_15 11808688 54.83
14199 Chromosome_15 12027425 54.83
14200 Chromosome_15 12074556 55.56
14210 Chromosome_15 12168087 55.92
14211 Chromosome_15 12168099 55.92
14219 Chromosome_15 12173020 55.92
14220 Chromosome_15 12173028 55.92
14221 Chromosome_15 12173030 56.29
14223 Chromosome_15 12173048 55.92
14244 Chromosome_15 12396042 57.01
14245 Chromosome_15 12396043 57.01
14246 Chromosome_15 12396045 57.01
14248 Chromosome_15 12396090 57.01
14254 Chromosome_15 12414578 57.01
14255 Chromosome_15 12414581 57.01
14256 Chromosome_15 12414626 57.01
14259 Chromosome_15 12633174 58.11
14260 Chromosome_15 12633201 58.11
14264 Chromosome_15 12811822 59.21
14265 Chromosome_15 12811846 59.21
14268 Chromosome_15 12894184 7.30
14269 Chromosome_15 12894185 7.30
14277 Chromosome_15 13004285 60.68
14282 Chromosome_15 13140073 16.69
14290 Chromosome_15 13250339 61.41
14291 Chromosome_15 13310679 61.41
14292 Chromosome_15 13377702 62.88
14293 Chromosome_15 13377705 62.88
14295 Chromosome_15 13377718 62.88
14296 Chromosome_15 13377724 62.88
14299 Chromosome_15 13386138 62.51
14300 Chromosome_15 13407228 62.88
14301 Chromosome_15 13407237 62.88
14302 Chromosome_15 13407274 62.88
14303 Chromosome_15 13407280 62.88
14305 Chromosome_15 13407283 62.88
14306 Chromosome_15 13455870 62.88
14312 Chromosome_15 13470214 62.88
14314 Chromosome_15 13485881 62.88
14333 Chromosome_15 13499772 62.88
14338 Chromosome_16 22639 66.18
14339 Chromosome_16 22660 65.46
14340 Chromosome_16 22693 65.46
14345 Chromosome_16 112582 66.18
14354 Chromosome_16 234666 66.18
14355 Chromosome_16 234690 65.46
14356 Chromosome_16 234693 65.46
14358 Chromosome_16 264304 65.46
14364 Chromosome_16 307555 65.46
14366 Chromosome_16 307570 65.82
14370 Chromosome_16 311277 65.82
14371 Chromosome_16 314065 65.82
14373 Chromosome_16 314082 66.18
14374 Chromosome_16 314083 66.18
14375 Chromosome_16 314085 66.18
14376 Chromosome_16 314087 65.46
14385 Chromosome_16 344287 65.82
14386 Chromosome_16 344309 65.82
14390 Chromosome_16 401434 65.46
14393 Chromosome_16 401476 66.18
14395 Chromosome_16 427005 66.18
14396 Chromosome_16 427023 65.46
14397 Chromosome_16 507400 64.73
14398 Chromosome_16 507435 65.09
14402 Chromosome_16 774722 64.00
14408 Chromosome_16 834646 64.00
14420 Chromosome_16 1141334 64.00
14443 Chromosome_16 1244298 29.61
14445 Chromosome_16 1244306 29.61
14450 Chromosome_16 1326587 22.05
14458 Chromosome_16 1394478 63.27
14459 Chromosome_16 1394483 63.27
14460 Chromosome_16 1394491 63.27
14475 Chromosome_16 1427856 63.27
14482 Chromosome_16 1577798 62.18
14484 Chromosome_16 1577842 63.27
14485 Chromosome_16 1577856 63.27
14486 Chromosome_16 1577864 63.27
14487 Chromosome_16 1805660 62.54
14488 Chromosome_16 1805688 62.90
14489 Chromosome_16 1805715 62.54
14490 Chromosome_16 1805716 62.54
14491 Chromosome_16 1805717 62.54
14492 Chromosome_16 1805734 62.54
14494 Chromosome_16 1806055 62.18
14495 Chromosome_16 1827429 62.54
14496 Chromosome_16 1827489 62.54
14497 Chromosome_16 1868567 62.90
14509 Chromosome_16 2279650 59.98
14512 Chromosome_16 2293253 61.08
14517 Chromosome_16 2293301 61.08
14519 Chromosome_16 2778749 56.63
14521 Chromosome_16 2778825 56.99
14523 Chromosome_16 2778842 56.99
14532 Chromosome_16 2823821 4.37
14538 Chromosome_16 2938221 55.53
14539 Chromosome_16 2938224 55.53
14540 Chromosome_16 2938247 55.17
14541 Chromosome_16 2938258 55.53
14544 Chromosome_16 2938282 55.53
14563 Chromosome_16 3208545 54.80
14564 Chromosome_16 3208564 54.44
14565 Chromosome_16 3208577 54.44
14566 Chromosome_16 3208581 54.44
14567 Chromosome_16 3208583 54.80
14568 Chromosome_16 3208589 54.80
14569 Chromosome_16 3208610 54.44
14570 Chromosome_16 3208611 54.44
14571 Chromosome_16 3208622 54.80
14585 Chromosome_16 3824139 51.45
14586 Chromosome_16 3824160 51.45
14587 Chromosome_16 3824163 51.45
14589 Chromosome_16 3824178 51.45
14590 Chromosome_16 3933366 51.09
14591 Chromosome_16 3933373 50.73
14592 Chromosome_16 3933442 50.73
14593 Chromosome_16 3933447 51.09
14594 Chromosome_16 3960842 50.00
14595 Chromosome_16 3960844 50.00
14596 Chromosome_16 3960868 50.00
14600 Chromosome_16 3966042 49.63
14601 Chromosome_16 3966046 49.63
14602 Chromosome_16 3966050 49.63
14603 Chromosome_16 3966051 49.63
14604 Chromosome_16 3966057 49.63
14609 Chromosome_16 3993739 49.27
14611 Chromosome_16 4074763 48.54
14616 Chromosome_16 4117546 47.44
14619 Chromosome_16 4117606 47.44
14634 Chromosome_16 4266214 47.44
14639 Chromosome_16 4266243 47.44
14640 Chromosome_16 4266272 47.44
14642 Chromosome_16 4351326 45.97
14643 Chromosome_16 4365754 44.51
14645 Chromosome_16 4365773 44.51
14646 Chromosome_16 4365777 44.51
14647 Chromosome_16 4365780 44.51
14648 Chromosome_16 4365791 44.51
14650 Chromosome_16 4365809 44.51
14651 Chromosome_16 4365812 44.51
14654 Chromosome_16 4373141 44.88
14655 Chromosome_16 4373154 45.24
14656 Chromosome_16 4373182 45.24
14657 Chromosome_16 4373186 45.24
14659 Chromosome_16 4375540 44.51
14660 Chromosome_16 4375605 44.51
14668 Chromosome_16 4465432 44.15
14669 Chromosome_16 4465438 44.15
14670 Chromosome_16 4465486 44.15
14671 Chromosome_16 4476461 44.15
14672 Chromosome_16 4476497 44.15
14673 Chromosome_16 4476509 44.15
14678 Chromosome_16 4572686 42.30
14694 Chromosome_16 4640852 41.57
14702 Chromosome_16 4897301 39.73
14719 Chromosome_16 5205710 35.97
14729 Chromosome_16 5305023 35.97
14730 Chromosome_16 5305031 35.97
14733 Chromosome_16 5391491 35.97
14739 Chromosome_16 5550757 35.97
14740 Chromosome_16 5550763 35.97
14741 Chromosome_16 5550783 35.97
14747 Chromosome_16 5625903 35.97
14748 Chromosome_16 5741337 34.87
14752 Chromosome_16 5889355 34.87
14758 Chromosome_16 6080129 44.86
14775 Chromosome_16 6180256 33.77
14776 Chromosome_16 6180258 33.77
14777 Chromosome_16 6180269 33.77
14778 Chromosome_16 6227799 33.77
14779 Chromosome_16 6227802 33.77
14780 Chromosome_16 6227828 33.77
14781 Chromosome_16 6227829 33.77
14784 Chromosome_16 6227836 33.77
14795 Chromosome_16 6257070 33.77
14796 Chromosome_16 6257127 33.77
14798 Chromosome_16 6264395 33.77
14804 Chromosome_16 6325690 33.77
14807 Chromosome_16 6329841 33.77
14811 Chromosome_16 6329864 33.77
14818 Chromosome_16 6332992 33.77
14823 Chromosome_16 6457330 33.77
14826 Chromosome_16 6533137 32.67
14838 Chromosome_16 6565474 32.31
14841 Chromosome_16 6619261 32.31
14842 Chromosome_16 6619270 32.31
14843 Chromosome_16 6619292 32.31
14845 Chromosome_16 6688308 31.94
14846 Chromosome_16 6688310 31.94
14852 Chromosome_16 7072504 29.72
14867 Chromosome_16 7301340 29.36
14868 Chromosome_16 7301367 27.90
14871 Chromosome_16 7310610 28.99
14873 Chromosome_16 7326109 28.99
14887 Chromosome_16 7359353 28.99
14888 Chromosome_16 7359401 28.99
14896 Chromosome_16 7366894 28.99
14898 Chromosome_16 7398080 28.63
14899 Chromosome_16 7398098 27.90
14900 Chromosome_16 7398104 28.27
14902 Chromosome_16 7398155 27.90
14907 Chromosome_16 7475000 28.63
14908 Chromosome_16 7475014 28.63
14909 Chromosome_16 7475015 27.90
14914 Chromosome_16 7483358 27.90
14915 Chromosome_16 7483361 27.90
14919 Chromosome_16 7571075 54.90
14922 Chromosome_16 7571091 28.63
14923 Chromosome_16 7571092 28.63
14927 Chromosome_16 7591124 27.54
14933 Chromosome_16 7940867 27.18
14940 Chromosome_16 8180630 26.08
14942 Chromosome_16 8180689 26.08
14944 Chromosome_16 8213177 25.71
14946 Chromosome_16 8213201 25.71
14947 Chromosome_16 8246812 24.62
14949 Chromosome_16 8266640 25.35
14950 Chromosome_16 8266641 25.35
14955 Chromosome_16 8300573 25.35
14959 Chromosome_16 8333628 25.35
14960 Chromosome_16 8333708 25.35
14961 Chromosome_16 8337054 25.35
14964 Chromosome_16 8381651 24.62
14965 Chromosome_16 8381676 24.62
14972 Chromosome_16 8498194 24.62
14973 Chromosome_16 8498225 24.62
14978 Chromosome_16 8523584 24.62
14988 Chromosome_16 8597109 20.92
14990 Chromosome_16 8597116 21.29
14991 Chromosome_16 8602663 21.29
15009 Chromosome_16 9075952 30.51
15010 Chromosome_16 9075989 30.51
15011 Chromosome_16 9118662 17.94
15012 Chromosome_16 9143747 17.94
15018 Chromosome_16 9265805 17.21
15020 Chromosome_16 9369481 16.48
15021 Chromosome_16 9369542 16.48
15024 Chromosome_16 9787923 15.38
15025 Chromosome_16 9787968 15.75
15030 Chromosome_16 9854581 15.38
15032 Chromosome_16 9900302 15.75
15033 Chromosome_16 9900362 15.75
15034 Chromosome_16 9900367 15.75
15039 Chromosome_16 10016992 15.75
15045 Chromosome_16 10359507 15.38
15046 Chromosome_16 10364280 15.38
15047 Chromosome_16 10364315 15.38
15059 Chromosome_16 10470629 15.75
15060 Chromosome_16 10470635 15.75
15064 Chromosome_16 10536902 15.38
15066 Chromosome_16 10604959 15.38
15084 Chromosome_16 10798523 15.38
15087 Chromosome_16 10798575 15.38
15088 Chromosome_16 10810555 15.38
15090 Chromosome_16 10810568 15.38
15091 Chromosome_16 10810570 15.38
15108 Chromosome_16 10915620 15.38
15109 Chromosome_16 10915644 15.38
15124 Chromosome_16 11220591 21.66
15125 Chromosome_16 11220663 21.66
15137 Chromosome_16 11275329 22.02
15141 Chromosome_16 11275354 22.02
15157 Chromosome_16 11447775 15.75
15158 Chromosome_16 11447793 15.75
15163 Chromosome_16 11468345 15.38
15165 Chromosome_16 11468404 15.75
15186 Chromosome_16 11687035 15.75
15187 Chromosome_16 11687039 15.75
15193 Chromosome_16 12118215 15.75
15194 Chromosome_16 12118218 15.75
15202 Chromosome_16 12149121 15.75
15207 Chromosome_16 12241749 15.75
15218 Chromosome_16 12476911 15.38
15222 Chromosome_16 12476925 15.75
15224 Chromosome_16 12588257 15.75
15233 Chromosome_16 12594896 15.38
15234 Chromosome_16 12594897 15.38
15235 Chromosome_16 12594903 15.38
15236 Chromosome_16 12594907 15.38
15237 Chromosome_16 12594912 15.75
15239 Chromosome_16 12594925 15.75
15247 Chromosome_16 12769192 15.75
15250 Chromosome_16 12779709 15.75
15276 Chromosome_16 13249851 13.92
15281 Chromosome_16 13281520 13.92
15282 Chromosome_16 13320031 13.92
15284 Chromosome_16 13320037 13.92
15285 Chromosome_16 13320042 13.92
15288 Chromosome_16 13549702 12.82
15291 Chromosome_16 13559018 12.82
15296 Chromosome_16 13599186 12.82
15298 Chromosome_16 13599209 12.82
15299 Chromosome_16 13599221 12.82
15300 Chromosome_16 13599230 12.82
15301 Chromosome_16 13599239 12.82
15304 Chromosome_16 13644399 12.82
15309 Chromosome_16 13812671 12.09
15323 Chromosome_16 14050254 10.25
15324 Chromosome_16 14050270 10.25
15326 Chromosome_16 14058983 10.25
15327 Chromosome_16 14059022 10.25
15328 Chromosome_16 14059060 10.25
15329 Chromosome_16 14065416 9.88
15330 Chromosome_16 14065425 9.88
15331 Chromosome_16 14147832 8.78
15334 Chromosome_16 14184960 19.79
15337 Chromosome_16 14184985 23.16
15338 Chromosome_16 14185001 19.79
15342 Chromosome_16 14217903 8.78
15343 Chromosome_16 14228758 8.78
15344 Chromosome_16 14228765 8.78
15345 Chromosome_16 14228767 8.78
15346 Chromosome_16 14233075 8.78
15348 Chromosome_16 14270016 8.78
15349 Chromosome_16 14285868 8.78
15350 Chromosome_16 14422100 6.95
15351 Chromosome_16 14422105 6.95
15353 Chromosome_16 14422170 7.31
15361 Chromosome_16 14457657 42.69
15366 Chromosome_16 14535991 5.10
15371 Chromosome_16 14544898 23.78
15387 Chromosome_16 14832113 2.55
15388 Chromosome_16 14832114 2.55
15389 Chromosome_16 14832129 2.55
15390 Chromosome_16 14832134 2.91
15392 Chromosome_16 14832139 2.91
15393 Chromosome_16 14832153 2.91
15394 Chromosome_16 14832156 4.01
15397 Chromosome_16 14840076 3.28
15398 Chromosome_16 14840090 3.64
15399 Chromosome_16 14840108 3.64
15410 Chromosome_16 15057031 1.82
15411 Chromosome_16 15057066 1.82
15412 Chromosome_16 15057088 1.82
15415 Chromosome_16 15117822 0.73
15416 Chromosome_16 15153585 0.00
15417 Chromosome_16 15203780 1.09
15418 Chromosome_16 15267015 0.00
15419 Chromosome_16 15267018 0.00
15420 Chromosome_16 15267021 0.00
15421 Chromosome_16 15267033 0.36
15426 Chromosome_16 15295717 1.82
15427 Chromosome_16 15307950 0.36
15429 Chromosome_16 15325238 0.00
15434 Chromosome_17 63883 61.83
15435 Chromosome_17 63915 61.83
15437 Chromosome_17 63919 61.83
15438 Chromosome_17 63923 61.83
15439 Chromosome_17 63940 61.83
15444 Chromosome_17 229927 61.83
15446 Chromosome_17 229973 61.83
15474 Chromosome_17 620032 60.37
15475 Chromosome_17 620077 60.37
15477 Chromosome_17 684593 60.37
15478 Chromosome_17 749280 60.73
15479 Chromosome_17 749356 60.37
15480 Chromosome_17 749366 60.37
15481 Chromosome_17 749378 60.73
15483 Chromosome_17 799539 60.00
15488 Chromosome_17 917639 60.00
15489 Chromosome_17 917642 60.00
15492 Chromosome_17 917677 60.00
15493 Chromosome_17 917680 60.00
15497 Chromosome_17 940574 60.00
15498 Chromosome_17 1001876 60.00
15499 Chromosome_17 1001877 60.00
15500 Chromosome_17 1001886 60.00
15501 Chromosome_17 1001900 60.00
15502 Chromosome_17 1098367 59.64
15504 Chromosome_17 1154963 58.91
15505 Chromosome_17 1154973 58.91
15508 Chromosome_17 1154999 58.91
15509 Chromosome_17 1155005 58.91
15512 Chromosome_17 1175112 58.91
15513 Chromosome_17 1175124 58.91
15515 Chromosome_17 1210454 58.91
15521 Chromosome_17 1272069 58.55
15522 Chromosome_17 1272071 58.55
15523 Chromosome_17 1272104 58.55
15530 Chromosome_17 1288705 58.55
15533 Chromosome_17 1408830 0.00
15534 Chromosome_17 1408834 0.00
15535 Chromosome_17 1408872 0.36
15537 Chromosome_17 1408910 1.83
15548 Chromosome_17 1484289 58.55
15559 Chromosome_17 1557861 58.55
15560 Chromosome_17 1565712 58.55
15562 Chromosome_17 1565728 58.55
15563 Chromosome_17 1565800 58.55
15575 Chromosome_17 1975336 57.45
15576 Chromosome_17 1975339 57.08
15585 Chromosome_17 2457136 56.35
15587 Chromosome_17 2457168 56.35
15591 Chromosome_17 2485873 56.35
15592 Chromosome_17 2485906 55.63
15593 Chromosome_17 2485945 56.35
15595 Chromosome_17 2497435 56.35
15599 Chromosome_17 2521597 55.99
15601 Chromosome_17 2521642 55.99
15609 Chromosome_17 2696474 55.26
15616 Chromosome_17 2735218 3.67
15620 Chromosome_17 2846114 8.06
15626 Chromosome_17 2846135 8.06
